Comment,Sentiment
NOW MODI ALSO UPSET HAHAHA PEPOLE SANATNI SO DUFFERS 🤣 THAY SAID MODI SAB KI CHAMDi UDHED DEGA AB DEKHO KON KIS KI CHAMDI UDHED DEGA 😂😂😂😂😂😂😂😂,Negative
She should be fired and held in jail for at least 10 years,Negative
Teri maa galat protest pe bethi thi. Pehle farm law padh toh lete. Sahi bolte hai inka upar ka bheja Khali hai! 🤯,Negative
Kick this female constable out for assualt.,Negative
Good job mam i salute you,Positive
Shameful,Negative
😂😂😂😂,Neutral
Jo wardi pehni hai usse utha kr fekde haram khoor.... Raksha ke liye khadi hai bhakshak ban kr.,Negative
Now this women become hero like Amritpal and fight election this is new trend in Punjab and bad for democracy,Negative
Next INDI Alliance MP from Punjab 🙏🙏🙏,Neutral
"Its strange that some fools are defending the criminal girl for slapping someone in official capacity. Telling that Kangana said something during farmer protest. Let me make it clear there is clear freedom of speech and expression. But no right/freedom to attack physically just because someone said something. I can’t go and attack or kill someone if someone said something which hurt me, it wont be my right. Get it, the girl should be tried in criminal court.",Negative
bechari ki naukri gyi. par usne wo kiya jo lakho log karna chahti hain.,Negative
Just after hitting Kangna she is giving a victory speech and nobody apprehends her. This is shameful on the part of CISF.,Negative
Suspended these lady constable immediately,Negative
Just imagine if kangana was a Muslim..by now all khangress and jihadis would blame modi,Negative
Dialogue not Understand,Negative
बहुत सही हुआ जवाब जवान अपनी भाषा में ही तो देगा। कंगना का तरीका हर व्यक्ति के साथ अभद्रता का ही रहा है। किसान को अपशब्द बोलकर ही इसे टिकट दिया गया होगा,Negative
Chasma tod dete didi thappad mar ke ........bahut heroin banti hai buddhi bandariya😂😂😂😂,Negative
She should have been arrest,Negative
Congratulations good job nafrati ataki ki ijjat uchalni chaiye fekuchand tadipaar ka bister garam karne vali,Positive
"This lady is disgrace to army how can she slap someone for personal things, she is in uniform must have done her duty instead of doing such notanki. Have some shame girl",Negative
Isko naukri se nikal dena chahiye,Negative
Wake up call for our Nation. Constable is supposed to protect Law.,Negative
Rakshak to bhakshak bann gaya 😂😂,Negative
Yeh jahaan bhi jaati hai Kalesh karti hai,Negative
ye neta banegi ab noukari kya karna,Negative
"This is downright disgusting. It is ironical  that such shameful people are given the duty of ""security"" in a state.",Negative
शेरनी है ये कौम की।,Negative
Slap on kangana's face is a slap on Bollywood stars,Negative
Radicalization and terrorism in Punjab is alarming!,Negative
"I love it chabas, keep it up CISF",Positive
Ye madam kha thi jab ek khalistani ko jo jail me hai  Punjab me jita Diya .....wha ja ke bhi awaj uchi kro...,Negative
Ye madam kha thi jab ek khalistani ko jo jail me hai  Punjab me jita Diya .....wha ja ke bhi awaj uchi kro...,Negative
Real sherni ne reel sherni ki faad di...😅😂,Neutral
Its a cheap gimmick to join politics...hence she approached media people...,Negative
this is misconduct and unprofessional,Negative
Eee pagli gayoo se...gayo ee ki naukri aur career ee .. choti se laagno ee aur aisi giri hue si harkat se ee ki,Negative
"Open Minded Lady 

She will get Soon A Award Trophy In Her Hands 😂😂😂❤",Positive
Kuchh Desh Virodhi Byan adar Bollywood star bhi Dete Hain unke Prati bhi aisa vyavhar karo tab Ham Mane,Positive
"Ye saali khalistani support h aur ye Aap wale ise ticket bhi denge 
Mtlb ye kaisa behaviour h uniform m",Negative
Naukari gavayegi behna abhi,Negative
Educated log hai bhai kuch mat bolo 😂😂😂,Negative
Iski naukri uski amma kangna lelegi,Negative
Kangna got award  🏆,Positive
CISF can't be trusted anymore,Negative
Kangna well come😂😂😂😂,Positive
"1st think you are in uniform 🤬 respect that
Indra Gandhi bhi asi hi mari thi.
Kissan andolan galat tha  bhindra wala ke poster kya kar raha tha kisan andolan mai.
2 nd  padhi likhi hana to pata larti ki what is laws of farm bills.

3rd it increases the earnings of farmers.",Positive
She is actually a puppet of khalistan. They cant take it taht kangna has won from mandi. And their choice is beant kaur's son and amritpal singh. Jo log dharm change karke chridtian bann jate hain kuch chawal ke liye toh unka kimat kitna bi hoga,Negative
Lack of professionalism often seen by police force.,Negative
This is such a rude behaviour.... please repeat it!,Negative
Tomorrow mr desh bhakt mill make a video to justify her violence on kangana and make stupid sattire.,Negative
"Those who are supporting this lady CISF, they should remember the incident with Indira Gandhi....",Neutral
No problem.,Positive
Wow.. now police personnel is going to slap celebrities for a 1 Yr old statement.. it's not only foolish but punishable offence. That lady should be put behind bar immediately,Negative
Brave jawan of cisf,Positive
"Btaeye uniform ka lihaj nahi hai, kanoon ke rakshak hi kanoon todege to kaise chalega. Itna dushmni tha to jake Shimla me maar ke aati ya kahi aur. Uniform pehen ke aisa kaam nahi karna chahiye!!!",Negative
"This is very dangerous.
If this keep on happening in the future radicalization will rise in our defence.
The government should crack down all radicals all over india.",Negative
Kangana ratanaut should control her dirty mouth. There is limit for everything. If cant control sit in dustbin.,Negative
Did anybody noticed the guy with traditional cap hitting the lady on the black dress?,Neutral
Well done security,Positive
"Raj kare ga Khalistan....
Long Live Amritpal Singh..
Free Khalistan",Positive
"They are khalistani..
What do you expected..

Remembere  two khalistani security guard who shot indira gandhi.


This time government should think about this so called Martial kaum..
No need to hire them in army..

We have other Indian community who want to serve country..",Negative
We don't know why what happened before,Negative
teri maa baithe thi toh kya wahan khalistani bhi baithe the dismiss karo isse ghatiya ko,Negative
She taste her own medicine 🤣🤣🤣.,Neutral
Send by raul,Neutral
Naukari gai😂,Neutral
Isi mansikta ke log ke wajah se hamare indira ji nahi hai hamlog ke beech turant is pe karwai karo.ise suspend kar jail bhejo .,Negative
"This kind of people became a shame for the whole Punjab, Now People start Highlighting Sikh Danga and other issues, kissan Andolan was 2.5 yrs back, if she was so much angry she must protest and must have raised her voice, but she waited for 2.5 yrs, wooo, kissan Andolan is real reason or losing the election",Negative
Udata punjab check  whether she has taken drugs,Neutral
Where is protocol buddy. Central Industrial Reserve Force should not be emotional. Lesson 1 of training course. She could have reported to seniors for compliance on checking cellphone scanner omission by any passenger. Fate of India ; even MPs behave like children 😥,Negative
Sherni salute hai,Positive
Justice granted to farmers and women.... Thanks cisf,Positive
"UDAYNIDHI ne bola thha...hindu religion is like HIV/CORONA/DENGUE...

Kya sare hinduonko udayanidhi se thhapad marke badla lena chaiye thha😮


This is Chandigarh punjab ...u better know the situation of state",Negative
Accha toh matlab usi ghar se belong karti hai jis ghar pe log itne garib hain ki roti nehi banti sirf pizza banta hai,Negative
"Terr*trusts are everywhere now… even pretending to protect our country

May be Khalastan payroll!",Negative
mazaaa ayega... dusro ka mazaak banane ki koshish krne walo ka khud mazaak banta hai.,Negative
Punjab me bahut zehar bhari hui h bjp ke liye or jabse kisan andolan hua tab se 😢,Negative
"Kangana is basically a 'A Lister Rakhi Sawant'
Always in the news for random shit",Neutral
"She should be suspended and put in jail 

Shameful act by  CISF jawan desh ka Security should not act according to her whim",Negative
कंगना को तो पता नही मारा की नही पर व्हिडीओ देखो कंगना के पिछे जो ब्लॅक ड्रेस वाली है उसे उस सफेद ड्रेस वाले आदमी ने मारा।,Negative
She must be suspended for life and put in jail for slapping a unarmed citizen of the country and should be punished strictly so that no one else does this mistake again,Negative
Great job lady 👏,Positive
Boycott kangana 😂,Negative
Fact is fact ….paiso ke liye baithe to the …..yh to sbb jaante hai…,Neutral
Political party ke kaaran ya Politics ke kaaran apne man ki ganda n kre,Neutral
Constable should be sent to jail.,Negative
"What is with this cisf guards I don’t know,they behave so rudely they think they own the airport….I had a very bad experience in Bangalore airport,one lady cisf was touching me in appropriately in the name of frisking…..it’s high time govt should show them their place.",Negative
"😂A coward women in uniform, earlier we respect Punjabis not we scare of these khalisthani.",Negative
Soon this JAWAN will be found joining AMRITPAL,Neutral
Godse supporters ke liye to ye cool hai. 😂,Positive
She let her personal issue in the way of her duty,Negative
Just because you dont like what someone said doesn't give you the right to slap her.. i can't believe a person in uniform did this .. what happened to CISF and its discipline?,Negative
